Distancias,Potencia_dBm
0.012160067021339411,-22.0
0.011959671889965159,-22.0
0.011848454607771172,-22.0
0.01179892855131106,-22.0
0.011627457804457826,-22.0
0.011381454114594767,-22.0
0.011247314578132737,-22.0
0.011113404616500734,-22.0
0.013648626204348627,-22.0
0.013418015476659785,-22.0
0.013237987063905608,-22.0
0.013177497179694424,-22.0
0.013417848981623563,-22.0
0.01328937900615555,-22.0
0.013235714387367748,-22.0
0.01323275469792926,-22.0
0.013342956589406115,-22.0
0.01304988953398364,-22.0
0.012952884246505763,-22.0
0.012974830224519653,-22.0
0.012374271354209888,-22.0
0.012689457602383648,-22.0
0.01327106367538086,-22.0
0.014089797841962935,-22.0
0.010919347034695428,-22.0
0.01081988284831936,-22.0
0.011049871495162499,-22.0
0.011370076433988935,-22.0
0.013956276276049437,-22.0
0.013304108620475158,-22.0
0.013105267393555975,-22.0
0.01310284376699066,-22.0
0.012472153920300127,-22.0
0.012617978637901777,-22.0
0.012966623329139759,-22.0
0.013554764694405403,-22.0
0.011047003853909556,-22.0
0.011050102706855936,-22.0
0.011241377940494941,-22.0
0.011492680382618033,-22.0
0.012388945849995139,-22.0
0.012034845792381314,-22.0
0.011888015717402002,-22.0
0.011753144424816078,-22.0
0.013030376533020777,-22.0
0.01296720826044575,-22.0
0.013342956589406115,-22.0
0.01304988953398364,-22.0
0.012952884246505763,-22.0
0.012974830224519653,-22.0
0.012374271354209888,-22.0
0.012689457602383648,-22.0
0.01327106367538086,-22.0
0.014089797841962935,-22.0
0.010919347034695428,-22.0
0.01081988284831936,-22.0
0.011049871495162499,-22.0
0.011370076433988935,-22.0
0.013956276276049437,-22.0
0.013304108620475158,-22.0
0.013105267393555975,-22.0
0.01310284376699066,-22.0
0.012472153920300127,-22.0
0.012617978637901777,-22.0
0.012966623329139759,-22.0
0.013554764694405403,-22.0
0.011047003853909556,-22.0
0.011050102706855936,-22.0
0.011241377940494941,-22.0
0.011492680382618033,-22.0
0.012388945849995139,-22.0
0.012034845792381314,-22.0
0.011888015717402002,-22.0
0.011753144424816078,-22.0
0.013030376533020777,-22.0
0.01296720826044575,-22.0
0.012918731081809562,-23.0
0.012925435915740326,-23.0
0.012880154382651506,-23.0
0.012812849713473667,-23.0
0.012845142558345254,-23.0
0.012922998404469376,-23.0
0.013903557253202739,-23.0
0.013513179658296333,-23.0
0.013339840682436488,-23.0
0.012918731081809562,-23.0
0.012925435915740326,-23.0
0.012880154382651506,-23.0
0.012812849713473667,-23.0
0.012845142558345254,-23.0
0.012922998404469376,-23.0
0.013903557253202739,-23.0
0.013513179658296333,-23.0
0.013339840682436488,-23.0
0.013210567257706394,-22.0
0.012843484477206388,-22.0
0.0125911758833048,-22.0
0.012320716911043304,-22.0
0.012136087699222455,-22.0
0.014490201677352611,-22.0
0.014131340512145112,-22.0
0.013850022463764117,-22.0
0.013613346383356307,-22.0
0.012764064498866868,-22.0
0.012247423068154444,-22.0
0.01194371497630959,-22.0
0.011600215656509434,-22.0
0.012177618161777197,-22.0
0.012022298987169134,-22.0
0.011852176496295046,-22.0
0.011721885435372876,-22.0
0.013785292837993056,-22.0
0.013674365446729049,-22.0
0.013654831135007013,-22.0
0.013618663856618723,-22.0
0.01479369358586503,-22.0
0.014624678541421153,-22.0
0.014601910683587464,-22.0
0.014476258648081847,-22.0
0.012008063717586634,-22.0
0.011949671695245245,-22.0
0.011864474238893018,-22.0
0.01188550782484774,-22.0
0.013745125250442481,-22.0
0.013685078489395165,-18.0
0.013622887335057683,-18.0
0.013619714356840876,-18.0
0.012034219157977111,-18.0
0.011812252994306827,-18.0
0.01168018996636898,-18.0
0.011505833490811421,-18.0
0.011416960991821228,-18.0
0.011254709531519342,-18.0
0.011022886846570976,-18.0
0.010800496057308083,-18.0
0.012984183130483782,-18.0
0.012935449160402969,-18.0
0.012882402270836984,-18.0
0.012899091722762051,-18.0
0.01316987918464209,-18.0
0.013102601977078401,-18.0
0.012923898780703172,-18.0
0.01262629246005723,-18.0
0.01096138010579907,-18.0
0.010682511770595008,-18.0
0.010383964484130537,-18.0
0.010181735930284357,-18.0
0.012128529810558477,-18.0
0.011811084427578646,-18.0
0.011462590572881069,-18.0
0.011272057011295418,-18.0
0.011122785710162855,-18.0
0.01107102995519725,-18.0
0.01295554109404758,-18.0
0.01242114288580742,-23.0
0.012126370935282646,-23.0
0.012046852441293493,-23.0
0.011927043883808353,-23.0
0.01181386024977539,-23.0
0.01200165087368658,-23.0
0.011812771260000934,-23.0
0.01166423391998653,-23.0
0.011555122298569141,-23.0
0.012083179594546403,-23.0
0.011896754254285062,-18.0
0.011897749490528934,-18.0
0.011801621662653161,-18.0
0.013995985773536454,-18.0
0.013993781818736051,-18.0
0.013990144834591612,-18.0
0.013944422579630673,-18.0
0.012360206638091112,-18.0
0.012207290419989312,-18.0
0.011994552527369855,-18.0
0.011886798378309417,-18.0
0.014056073644779735,-18.0
0.013758905421250169,-18.0
0.013599496199725745,-18.0
0.013377359509288504,-18.0
0.013085145489882745,-18.0
0.012971249411639936,-18.0
0.011937922482744227,-18.0
0.011767921759030771,-18.0
0.01167127927687485,-18.0
0.011542944352146386,-19.0
0.013160161986294666,-19.0
0.014260881168137042,-19.0
0.017421289024611618,-19.0
0.021495905670366612,-19.0
0.015158854128228361,-19.0
0.018147893815718318,-19.0
0.022176369657405985,-19.0
0.026233447704444884,-19.0
0.015706242671423173,-19.0
0.01925692650913545,-23.0
0.022727376587760733,-23.0
0.026590948163345132,-23.0
0.014950371917166864,-23.0
0.015951869022768808,-23.0
0.01776550701873952,-23.0
0.020058354352878786,-23.0
0.022534234297798442,-23.0
0.010805905144561038,-23.0
0.01204361725132685,-23.0
0.013907177199193007,-22.0
0.0162756830296184,-22.0
0.032803021348408117,-22.0
0.030441717808574083,-22.0
0.028149794585990692,-22.0
0.025980599535280136,-22.0
0.04815395438313284,-22.0
0.046105105124217886,-22.0
0.04418255508150827,-22.0
0.0426509033688624,-22.0
0.034732327329425876,-22.0
0.032967322146601974,-22.0
0.03187942962659797,-22.0
0.03744324059023038,-22.0
0.03605613362667751,-22.0
0.035340949105239265,-22.0
0.034299745408949756,-22.0
0.029760082086519424,-22.0
0.02909149742318234,-22.0
0.028017864115343436,-22.0
0.026917416027534533,-22.0
0.026256887295350577,-22.0
0.04232163356721833,-22.0
0.04120452470461991,-22.0
0.040659124879587207,-22.0
0.04774688329643373,-22.0
0.04533645497479231,-22.0
0.04357615115702731,-22.0
0.041594480006207954,-22.0
0.03956380977417323,-22.0
0.02273646055911292,-22.0
0.020565118301582325,-22.0
0.018637394793303234,-22.0
0.017061353886382344,-22.0
0.013886556178461313,-22.0
0.012157150513297155,-22.0
0.010965862620929311,-22.0
0.01008321202588795,-22.0
0.016853345802882756,-22.0
0.01949839994246393,-22.0
0.023357042559920833,-19.0
0.013050093438305039,-19.0
0.015413307724632426,-19.0
0.018933786519060997,-19.0
0.023928539914163768,-19.0
0.02862280212891453,-19.0
0.017048790968086078,-19.0
0.020255344667082124,-19.0
0.0228449189704824,-19.0
0.025690146802123767,-19.0
0.013055177916327718,-20.0
0.013775197093504978,-20.0
0.01605940332617077,-20.0
0.018950011342104705,-20.0
0.011479114357020296,-20.0
0.012187756597498801,-20.0
0.014975850972252566,-20.0
0.01825175118459733,-20.0
0.029548483698262323,-20.0
0.024789739610906913,-20.0
0.021009377495501802,-21.0
0.01726077811980413,-21.0
0.01296722479828651,-21.0
0.009976956488938284,-21.0
0.034606589820937575,-21.0
0.030802935380551837,-21.0
0.0279764768412041,-21.0
0.036053416450334844,-21.0
0.03195954442498084,-21.0
0.028323521333364587,-21.0
0.024194123152074233,-22.0
0.03181270774009175,-22.0
0.02876665676106277,-22.0
0.024893939152608367,-22.0
0.021407987861282722,-22.0
0.018509541104609967,-22.0
0.010302907896880539,-22.0
0.007773003391935784,-22.0
0.006880577876604528,-22.0
0.0096074962943894,-22.0
0.010034781721455673,-22.0
0.011145994921335696,-22.0
